-0.099135,0.147306,0.027227
-0.099135,0.140324,0.029322
-0.098437,0.127758,0.037699
-0.102625,0.115890,0.045379
-0.105418,0.108210,0.051662
-0.108909,0.097738,0.056549
-0.110305,0.085870,0.061436
-0.114494,0.074700,0.060039
-0.111003,0.057247,0.062134
-0.117286,0.046775,0.061436
-0.121475,0.033510,0.053756
-0.119381,0.011868,0.041190
-0.120079,-0.002793,0.033510
-0.117286,-0.019548,0.025831
-0.110305,-0.043284,0.015359
-0.107512,-0.064926,0.006283
-0.098437,-0.081681,0.000698
-0.089361,-0.093550,-0.001396
-0.078191,-0.099135,-0.003491
-0.071209,-0.107512,0.001396
-0.065624,-0.121475,0.009774
-0.062832,-0.130551,0.018151
-0.058643,-0.131947,0.031416
-0.048171,-0.146608,0.047473
-0.040492,-0.160570,0.064228
-0.040492,-0.167552,0.073304
-0.043284,-0.176627,0.076794
-0.044680,-0.189194,0.082380
-0.045379,-0.201062,0.074002
-0.039095,-0.213628,0.071209
-0.032812,-0.222704,0.064926
-0.020246,-0.230383,0.060737
-0.010472,-0.232478,0.061436
-0.001396,-0.233176,0.064228
0.007679,-0.227591,0.064926
0.007679,-0.226893,0.069115
0.007679,-0.219911,0.081681
0.004887,-0.216421,0.089361
-0.002094,-0.218515,0.101229
-0.007679,-0.211534,0.106116
-0.020246,-0.210138,0.107512
-0.029322,-0.211534,0.111003
-0.038397,-0.203854,0.113795
-0.040492,-0.195477,0.121475
-0.033510,-0.197571,0.138928
-0.020944,-0.187797,0.152193
-0.004887,-0.180118,0.162665
0.009774,-0.173835,0.168948
0.024435,-0.160570,0.169646
0.032812,-0.144513,0.168250
0.039095,-0.136834,0.154985
0.039095,-0.131249,0.139626
0.034208,-0.121475,0.135438
0.017453,-0.123569,0.129852
0.003491,-0.127060,0.126362
-0.013963,-0.127758,0.122173
-0.027925,-0.129852,0.116588
-0.037001,-0.124267,0.107512
-0.043284,-0.123569,0.094946
-0.043284,-0.117286,0.092153
-0.041888,-0.113795,0.092153
-0.034208,-0.110305,0.099135
-0.025831,-0.111003,0.123569
-0.013963,-0.108210,0.143815
0.002094,-0.098437,0.166853
0.011868,-0.089361,0.182212
0.023736,-0.073304,0.192684
0.029322,-0.062832,0.196873
0.029322,-0.057945,0.193382
0.030718,-0.050964,0.184307
0.023038,-0.050265,0.175231
0.020246,-0.052360,0.163363
0.023038,-0.050964,0.154287
0.017453,-0.053756,0.145910
0.010472,-0.051662,0.133343
0.003491,-0.055851,0.125664
0.006981,-0.059341,0.115192
0.007679,-0.060737,0.113097
0.013963,-0.058643,0.116588
0.016755,-0.055851,0.124966
0.011170,-0.050265,0.129852
0.008378,-0.051662,0.127758
0.013963,-0.069813,0.125664
0.025133,-0.074700,0.129154
0.033510,-0.076096,0.115890
0.028623,-0.064926,0.096342
0.018850,-0.054454,0.088663
0.014661,-0.063530,0.077493
0.004189,-0.064228,0.056549
-0.002793,-0.075398,0.039794
-0.005585,-0.081681,0.030020
-0.007679,-0.078191,0.027925
-0.007679,-0.080285,0.033510
-0.004189,-0.084474,0.041888
-0.002094,-0.073304,0.056549
-0.002793,-0.078191,0.067021
0.004887,-0.078889,0.071908
0.011170,-0.080983,0.071209
0.010472,-0.092852,0.069115
0.006283,-0.094946,0.060039
0.002793,-0.094248,0.050265
0.002793,-0.100531,0.039794
-0.002793,-0.099833,0.024435
-0.010472,-0.107512,0.006981
-0.014661,-0.121475,-0.007679
-0.017453,-0.125664,-0.018850
-0.020944,-0.137532,-0.033510
-0.027227,-0.143815,-0.043982
-0.027227,-0.154287,-0.046775
-0.020246,-0.155683,-0.042586
-0.009076,-0.159872,-0.032812
0.000698,-0.175929,-0.016057
0.013265,-0.185703,0.010472
0.030020,-0.195477,0.028623
0.042586,-0.196873,0.044680
0.050265,-0.196873,0.060737
0.057945,-0.200364,0.069115
0.058643,-0.197571,0.079587
0.043982,-0.202458,0.091455
0.034208,-0.210836,0.097040
0.022340,-0.227591,0.095644
0.010472,-0.235270,0.089361
0.000698,-0.245044,0.074700
-0.010472,-0.257611,0.057945
-0.016755,-0.264592,0.034208
-0.023038,-0.270875,0.019548
-0.025133,-0.282743,0.006283
-0.023736,-0.292517,0.000698
-0.016057,-0.302989,0.000698
-0.008378,-0.313461,0.011170
0.004887,-0.315556,0.018151
0.008378,-0.319744,0.027227
0.019548,-0.322537,0.040492
0.020944,-0.322537,0.045379
0.025133,-0.326726,0.049567
0.023736,-0.330914,0.060737
0.023736,-0.330914,0.071908
0.020944,-0.333009,0.080983
0.013265,-0.336499,0.094248
0.006981,-0.334405,0.100531
-0.002793,-0.327424,0.097738
-0.009076,-0.322537,0.092153
-0.013265,-0.320442,0.084474
-0.015359,-0.316254,0.071209
-0.014661,-0.323933,0.068417
-0.012566,-0.328122,0.062134
-0.016755,-0.327424,0.055851
-0.010472,-0.332311,0.058643
0.004189,-0.329518,0.062832
0.016755,-0.323235,0.076096
0.030718,-0.311367,0.097738
0.046077,-0.305782,0.118682
0.050964,-0.290423,0.136834
0.056549,-0.279253,0.148004
0.051662,-0.269479,0.150098
0.047473,-0.259705,0.145211
0.040492,-0.249233,0.131249
0.034907,-0.234572,0.122871
0.029322,-0.215723,0.111701
0.023736,-0.199666,0.099833
0.028623,-0.184307,0.095644
0.032812,-0.166155,0.091455
0.033510,-0.146608,0.089361
0.046775,-0.136136,0.090757
0.057247,-0.120079,0.097040
0.064926,-0.103323,0.102625
0.067021,-0.086568,0.108909
0.066323,-0.062832,0.113097
0.066323,-0.043284,0.113097
0.064228,-0.029322,0.115890
0.055851,-0.006981,0.110305
0.044680,0.006981,0.105418
0.036303,0.021642,0.097738
0.023736,0.036303,0.090757
0.011868,0.048171,0.080983
0.000698,0.063530,0.072606
-0.004189,0.074002,0.068417
-0.008378,0.081681,0.066323
-0.013265,0.097738,0.064926
-0.013963,0.106116,0.063530
-0.017453,0.117984,0.058643
-0.022340,0.126362,0.055851
-0.028623,0.136834,0.046775
-0.034208,0.148004,0.034907
-0.043284,0.161967,0.018850
-0.055851,0.171042,0.006981
-0.066323,0.181514,-0.002094
-0.076794,0.193382,-0.010472
-0.080285,0.195477,-0.018151
-0.083078,0.205949,-0.027925
-0.086568,0.208741,-0.039794
-0.084474,0.213628,-0.041190
-0.085172,0.224798,-0.043982
-0.083776,0.228289,-0.049567
-0.086568,0.231780,-0.049567
-0.091455,0.234572,-0.046077
-0.096342,0.235969,-0.038397
-0.106116,0.235969,-0.032114
-0.109607,0.238761,-0.033510
-0.120777,0.244346,-0.044680
-0.134739,0.249931,-0.050265
-0.137532,0.259705,-0.056549
-0.140324,0.268781,-0.053058
-0.139626,0.270875,-0.041888
-0.138230,0.275762,-0.035605
-0.133343,0.283441,-0.028623
-0.136834,0.286932,-0.029322
-0.143815,0.284140,-0.034907
-0.155683,0.284140,-0.048869
-0.168250,0.290423,-0.069813
-0.173835,0.292517,-0.072606
-0.177325,0.293913,-0.067719
-0.181514,0.300895,-0.051662
-0.186401,0.300197,-0.034907
-0.194779,0.304385,-0.027925
-0.198968,0.311367,-0.032812
-0.206647,0.325329,-0.040492
-0.215025,0.333009,-0.046775
-0.224798,0.336499,-0.057945
-0.237365,0.338594,-0.074700
-0.248535,0.336499,-0.076096
-0.252026,0.337198,-0.073304
-0.255516,0.334405,-0.072606
-0.248535,0.331613,-0.072606
-0.247139,0.332311,-0.074700
-0.239459,0.327424,-0.074700
-0.230383,0.328820,-0.072606
-0.222006,0.323235,-0.062832
-0.208741,0.327424,-0.050265
-0.190590,0.323933,-0.036303
-0.172439,0.322537,-0.018151
-0.148004,0.328122,0.000000
-0.131947,0.327424,0.012566
-0.117984,0.331613,0.018151
-0.103323,0.339292,0.018850
-0.099135,0.337198,0.018850
-0.091455,0.331613,0.016755
-0.084474,0.334405,0.013265
-0.075398,0.330914,0.004189
-0.072606,0.323235,-0.006981
-0.069115,0.314857,-0.019548
-0.071908,0.308574,-0.033510
-0.069115,0.305084,-0.032812
-0.055851,0.306480,-0.024435
-0.043982,0.307876,-0.002793
-0.023736,0.304385,0.014661
-0.006981,0.310669,0.023736
0.005585,0.308574,0.036303
0.020944,0.301593,0.051662
0.029322,0.293215,0.074700
0.034907,0.287630,0.098437
0.039095,0.280649,0.127758
0.038397,0.282045,0.153589
0.040492,0.292517,0.166155
0.039794,0.300895,0.161967
0.040492,0.302291,0.142419
0.037001,0.306480,0.117286
0.033510,0.299498,0.083078
0.025831,0.288328,0.063530
0.018850,0.278555,0.054454
0.010472,0.277158,0.045379
0.002793,0.271573,0.038397
0.002094,0.270875,0.033510
-0.000698,0.280649,0.032812
-0.009774,0.282743,0.043284
-0.012566,0.277856,0.064228
-0.018850,0.278555,0.098437
-0.023736,0.277158,0.141023
-0.034208,0.284140,0.178024
-0.039794,0.298102,0.203854
-0.050265,0.312763,0.230383
-0.060039,0.328122,0.238063
-0.055851,0.335103,0.244346
-0.050265,0.337198,0.245044
-0.044680,0.342783,0.238761
-0.034208,0.339292,0.231082
-0.026529,0.344179,0.218515
-0.016057,0.339292,0.196873
-0.010472,0.338594,0.170344
0.001396,0.336499,0.146608
0.006981,0.328820,0.122871
0.013963,0.330216,0.115192
0.010472,0.331613,0.112399
0.006981,0.335801,0.115890
-0.000698,0.339292,0.119381
-0.009076,0.343481,0.128456
-0.021642,0.346273,0.138928
-0.034907,0.344179,0.159174
-0.046077,0.344179,0.182212
-0.052360,0.355349,0.199666
-0.053756,0.363028,0.219213
-0.052360,0.376991,0.235270
-0.043982,0.397935,0.245044
-0.034208,0.404916,0.238761
-0.027227,0.401426,0.224100
-0.019548,0.390954,0.210836
-0.007679,0.377689,0.193382
0.002094,0.363028,0.171042
0.017453,0.354651,0.148004
0.033510,0.351858,0.122173
0.043284,0.351160,0.097040
0.051662,0.351160,0.077493
0.052360,0.350462,0.058643
0.048869,0.339990,0.046077
0.036303,0.327424,0.030718
0.021642,0.324631,0.023736
0.004887,0.316254,0.026529
-0.008378,0.320442,0.034907
-0.014661,0.316952,0.044680
-0.023038,0.309272,0.057247
-0.022340,0.307876,0.070511
-0.018151,0.298102,0.085870
-0.016755,0.293215,0.098437
-0.015359,0.277856,0.106814
-0.012566,0.260403,0.106814
-0.019548,0.249931,0.101927
-0.020944,0.229685,0.092153
-0.023038,0.217817,0.080983
-0.026529,0.200364,0.065624
-0.030718,0.187099,0.046077
-0.044680,0.165457,0.027925
-0.059341,0.146608,0.011170
-0.074700,0.127060,-0.003491
-0.085870,0.111701,-0.014661
-0.091455,0.097040,-0.032114
-0.092852,0.083078,-0.039794
-0.094946,0.072606,-0.038397
-0.095644,0.055851,-0.031416
-0.096342,0.048171,-0.027227
-0.092852,0.029322,-0.020944
-0.087266,0.010472,-0.011170
-0.078889,-0.005585,-0.006283
-0.069813,-0.024435,-0.004887
-0.058643,-0.043284,-0.004189
-0.050964,-0.052360,-0.006981
-0.041190,-0.058643,-0.020246
-0.041888,-0.071209,-0.037001
-0.046775,-0.085870,-0.053058
-0.047473,-0.094946,-0.060737
-0.048869,-0.109607,-0.070511
-0.053756,-0.127758,-0.076794
-0.057247,-0.140324,-0.078191
-0.063530,-0.152891,-0.078889
-0.062134,-0.160570,-0.078889
-0.060737,-0.168250,-0.070511
-0.060039,-0.178722,-0.062134
-0.053058,-0.191288,-0.043982
-0.044680,-0.204553,-0.025133
-0.039794,-0.205949,-0.002094
-0.039794,-0.218515,0.025831
-0.037699,-0.221308,0.048171
-0.043284,-0.222704,0.064228
-0.043982,-0.224100,0.079587
-0.043284,-0.223402,0.087965
-0.035605,-0.219213,0.100531
-0.027925,-0.215723,0.113795
-0.023038,-0.216421,0.129852
-0.024435,-0.219911,0.151495
-0.023736,-0.233176,0.159174
-0.023736,-0.244346,0.163363
-0.025133,-0.245044,0.159872
-0.019548,-0.251327,0.156382
-0.013265,-0.254818,0.155683
-0.007679,-0.257611,0.152193
0.000000,-0.249931,0.146608
0.017453,-0.245742,0.140324
0.043284,-0.238761,0.129154
0.057247,-0.234572,0.112399
0.070511,-0.224798,0.097738
0.074700,-0.226893,0.093550
0.083078,-0.222006,0.090757
0.087266,-0.215025,0.107512
0.089361,-0.207345,0.129154
0.085870,-0.191986,0.148004
0.071908,-0.180118,0.166155
0.049567,-0.168250,0.185703
0.024435,-0.164061,0.201760
-0.002094,-0.166853,0.210836
-0.026529,-0.172439,0.207345
-0.041190,-0.175231,0.185005
-0.051662,-0.164061,0.153589
-0.046077,-0.155683,0.117984
-0.034208,-0.144513,0.082380
-0.021642,-0.127758,0.042586
-0.015359,-0.126362,0.005585
-0.003491,-0.121475,-0.028623
0.012566,-0.117984,-0.046775
0.032114,-0.117984,-0.056549
0.055152,-0.120079,-0.042586
0.074700,-0.108909,-0.015359
0.090757,-0.100531,0.040492
0.093550,-0.087266,0.092852
0.089361,-0.076096,0.150098
0.080983,-0.060737,0.191288
0.076096,-0.046077,0.215723
0.067719,-0.039095,0.221308
0.053058,-0.036303,0.201062
0.039794,-0.038397,0.175929
0.024435,-0.037699,0.138230
0.015359,-0.033510,0.095644
0.016755,-0.035605,0.058643
0.025133,-0.035605,0.039794
0.051662,-0.024435,0.032812
0.074002,-0.018850,0.025831
0.097738,-0.019548,0.027925
0.118682,-0.025133,0.039095
0.134041,-0.032114,0.055152
0.147306,-0.045379,0.080983
0.154287,-0.060039,0.115890
0.157778,-0.065624,0.143117
0.157778,-0.068417,0.164061
0.153589,-0.063530,0.171740
0.138928,-0.050964,0.159174
0.111003,-0.050265,0.140324
0.084474,-0.056549,0.119381
0.058643,-0.060737,0.098437
0.029322,-0.060039,0.085870
0.000698,-0.067021,0.079587
-0.019548,-0.074700,0.078191
-0.028623,-0.083776,0.082380
-0.023038,-0.104022,0.082380
-0.002793,-0.119381,0.094946
0.023736,-0.129154,0.120777
0.045379,-0.143815,0.141721
0.073304,-0.151495,0.166155
0.085870,-0.157080,0.185005
0.093550,-0.170344,0.191986
0.096342,-0.185005,0.191986
0.092852,-0.189194,0.189892
0.078889,-0.196175,0.189194
0.055851,-0.205251,0.182212
0.027925,-0.214326,0.176627
-0.009774,-0.215723,0.163363
-0.048869,-0.217119,0.142419
-0.083078,-0.224798,0.123569
-0.118682,-0.231082,0.109607
-0.129154,-0.242950,0.101229
-0.133343,-0.254818,0.099833
-0.129154,-0.270177,0.106814
-0.118682,-0.277158,0.124267
-0.096342,-0.281347,0.144513
-0.074700,-0.279951,0.167552
-0.055152,-0.279951,0.182212
-0.043284,-0.279253,0.193382
-0.041888,-0.279951,0.195477
-0.048869,-0.288328,0.185005
-0.067021,-0.301593,0.162665
-0.083776,-0.309970,0.136834
-0.103323,-0.312763,0.112399
-0.119381,-0.319744,0.080983
-0.131249,-0.321839,0.057247
-0.135438,-0.319046,0.034907
-0.136136,-0.323235,0.020944
-0.125664,-0.321839,0.017453
-0.110305,-0.321839,0.022340
-0.097738,-0.326726,0.043982
-0.079587,-0.332311,0.064926
-0.061436,-0.330914,0.082380
-0.038397,-0.329518,0.099135
-0.019548,-0.321839,0.106116
-0.006283,-0.319046,0.107512
0.006283,-0.312763,0.104022
0.007679,-0.319744,0.087965
0.011868,-0.319744,0.076096
0.005585,-0.320442,0.064926
0.000698,-0.324631,0.053058
0.001396,-0.329518,0.037001
0.002094,-0.326726,0.028623
0.006981,-0.327424,0.016755
0.013963,-0.320442,0.011170
0.022340,-0.314159,0.009076
0.029322,-0.302989,0.015359
0.038397,-0.301593,0.027227
0.046775,-0.297404,0.047473
0.060737,-0.284838,0.073304
0.069813,-0.280649,0.104720
0.072606,-0.274366,0.131947
0.081681,-0.259007,0.141023
0.087965,-0.243648,0.145910
0.085172,-0.234572,0.141023
0.085172,-0.226893,0.123569
0.075398,-0.229685,0.101927
0.071908,-0.233176,0.081681
0.065624,-0.235270,0.062832
0.062134,-0.237365,0.042586
0.063530,-0.230383,0.038397
0.060737,-0.219213,0.031416
0.064228,-0.206647,0.038397
0.069813,-0.191986,0.046775
0.066323,-0.185703,0.056549
0.064228,-0.172439,0.064926
0.055851,-0.166155,0.067021
0.049567,-0.160570,0.072606
0.047473,-0.147306,0.078191
0.041190,-0.140324,0.078191
0.037001,-0.129852,0.073304
0.032812,-0.122871,0.068417
0.027227,-0.112399,0.062832
0.020246,-0.106814,0.057247
0.024435,-0.094946,0.062134
0.027925,-0.084474,0.063530
